SUITE                        EXIT   LOG
tests_chase_release_check    0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_chase_release_check.log
tests_residual_vector        0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_residual_vector.log
tests_chase_policy           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_chase_policy.log
tests_chase_experiment_wiring 0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_chase_experiment_wiring.log
tests_king_cadence           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_king_cadence.log
tests_k_window               0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_k_window.log
tests_neutral_band           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_neutral_band.log
tests_ic_monitor             0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_ic_monitor.log
tests_deadman_ping           0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_deadman_ping.log
tests_per_name_stop          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_per_name_stop.log
tests_placement_bandit       0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_placement_bandit.log
tests_guard_calibers         0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_guard_calibers.log
tests_external_book          0      /Users/haosiyu/cc_tmp/claude-501/-Users-haosiyu-Desktop-quant-research/6737834a-f0b4-40e0-82a0-c0e83c0ccf5f/scratchpad/live_scratch_ext/state/acceptance/20260822T044258Z_tests_external_book.log
----------------------------------------------------------------
ACCEPTANCE: ALL GREEN (122/122 suites exit 0)
battery(disk=external) rc=0
